Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.2;Atividades de teleatendimento;82.20-2;Atividades de teleatendimento;8220200;Atividades de teleatendimento;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.3;Atividades de organização de eventos, exceto culturais e esportivos;82.30-0;Atividades de organização de eventos, exceto culturais e esportivos;8230001;Serviços de organização de feiras, congressos, exposições e festas;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.3;Atividades de organização de eventos, exceto culturais e esportivos;82.30-0;Atividades de organização de eventos, exceto culturais e esportivos;8230002;Casas de festas e eventos;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.91-1;Atividades de cobrança e informações cadastrais;8291100;Atividades de cobrança e informações cadastrais;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.92-0;Envasamento e empacotamento sob contrato;8292000;Envasamento e empacotamento sob contrato;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299701;Medição de consumo de energia elétrica, gás e água;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299702;Emissão de vales-alimentação, vales-transporte e similares;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299703;Serviços de gravação de carimbos, exceto confecção;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299704;Leiloeiros independentes;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299705;Serviços de levantamento de fundos sob contrato;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299706;Casas lotéricas;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299707;Salas de acesso à internet;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
N;Atividades administrativas e serviços complementares;82.0;"Serviços de escritório, de apoio administrativo e outros serviços prestados principalmente às
empresas";82.9;Outras atividades de serviços prestados principalmente às empresas;82.99-7;Atividades de serviços prestados principalmente às empresas não especificadas anteriormente;8299799;Outras atividades de serviços prestados principalmente às empresas não especificadas anteriormente;Serviços;Serviços;Informação, comunicação e atividades financeiras, imoboliárias, profissionais e administrativas
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.1;Administração do estado e da política econômica e social;84.11-6;Administração pública em geral;8411600;Administração pública em geral;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.1;Administração do estado e da política econômica e social;84.12-4;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;8412400;Regulação das atividades de saúde, educação, serviços culturais e outros serviços sociais;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.1;Administração do estado e da política econômica e social;84.13-2;Regulação das atividades econômicas;8413200;Regulação das atividades econômicas;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.2;Serviços coletivos prestados pela administração pública;84.21-3;Relações exteriores;8421300;Relações exteriores;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.2;Serviços coletivos prestados pela administração pública;84.22-1;Defesa;8422100;Defesa;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.2;Serviços coletivos prestados pela administração pública;84.23-0;Justiça;8423000;Justiça;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.2;Serviços coletivos prestados pela administração pública;84.24-8;Segurança e ordem pública;8424800;Segurança e ordem pública;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.2;Serviços coletivos prestados pela administração pública;84.25-6;Defesa civil;8425600;Defesa civil;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
O;Administração pública, defesa e seguridade social;84.0;Administração pública, defesa e seguridade social;84.3;Seguridade social obrigatória;84.30-2;Seguridade social obrigatória;8430200;Seguridade social obrigatória;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.1;Educação infantil e ensino fundamental;85.11-2;Educação infantil - creche;8511200;Educação infantil - creche;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.1;Educação infantil e ensino fundamental;85.12-1;Educação infantil - pré-escola;8512100;Educação infantil - pré-escola;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.1;Educação infantil e ensino fundamental;85.13-9;Ensino fundamental;8513900;Ensino fundamental;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.2;Ensino médio;85.20-1;Ensino médio;8520100;Ensino médio;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.3;Educação superior;85.31-7;Educação superior - graduação;8531700;Educação superior - graduação;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.3;Educação superior;85.32-5;Educação superior - graduação e pós-graduação;8532500;Educação superior - graduação e pós-graduação;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.3;Educação superior;85.33-3;Educação superior - pós-graduação e extensão;8533300;Educação superior - pós-graduação e extensão;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.4;Educação profissional de nível técnico e tecnológico;85.41-4;Educação profissional de nível técnico;8541400;Educação profissional de nível técnico;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.4;Educação profissional de nível técnico e tecnológico;85.42-2;Educação profissional de nível tecnológico;8542200;Educação profissional de nível tecnológico;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.5;Atividades de apoio à educação;85.50-3;Atividades de apoio à educação;8550301;Administração de caixas escolares;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.5;Atividades de apoio à educação;85.50-3;Atividades de apoio à educação;8550302;Atividades de apoio à educação, exceto caixas escolares;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.91-1;Ensino de esportes;8591100;Ensino de esportes;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.92-9;Ensino de arte e cultura;8592901;Ensino de dança;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.92-9;Ensino de arte e cultura;8592902;Ensino de artes cênicas, exceto dança;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.92-9;Ensino de arte e cultura;8592903;Ensino de música;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.92-9;Ensino de arte e cultura;8592999;Ensino de arte e cultura não especificado anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.93-7;Ensino de idiomas;8593700;Ensino de idiomas;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599601;Formação de condutores;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599602;Cursos de pilotagem;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599603;Treinamento em informática;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599604;Treinamento em desenvolvimento profissional e gerencial;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599605;Cursos preparatórios para concursos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
P;Educação;85.0;Educação;85.9;Outras atividades de ensino;85.99-6;Atividades de ensino não especificadas anteriormente;8599699;Outras atividades de ensino não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.1;Atividades de atendimento hospitalar;86.10-1;Atividades de atendimento hospitalar;8610101;Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.1;Atividades de atendimento hospitalar;86.10-1;Atividades de atendimento hospitalar;8610102;Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.2;Serviços móveis de atendimento a urgências e de remoção de pacientes;86.21-6;Serviços móveis de atendimento a urgências;8621601;Uti móvel;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.2;Serviços móveis de atendimento a urgências e de remoção de pacientes;86.21-6;Serviços móveis de atendimento a urgências;8621602;Serviços móveis de atendimento a urgências, exceto por uti móvel;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.2;Serviços móveis de atendimento a urgências e de remoção de pacientes;86.22-4;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;8622400;Serviços de remoção de pacientes, exceto os serviços móveis de atendimento a urgências;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630501;Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630502;Atividade médica ambulatorial com recursos para realização de exames complementares;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630503;Atividade médica ambulatorial restrita a consultas;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630504;Atividade odontológica;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630506;Serviços de vacinação e imunização humana;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630507;Atividades de reprodução humana assistida;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.3;Atividades de atenção ambulatorial executadas por médicos e odontólogos;86.30-5;Atividades de atenção ambulatorial executadas por médicos e odontólogos;8630599;Atividades de atenção ambulatorial não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640201;Laboratórios de anatomia patológica e citológica;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640202;Laboratórios clínicos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640203;Serviços de diálise e nefrologia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640204;Serviços de tomografia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640205;Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640206;Serviços de ressonância magnética;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640207;Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640208;Serviços de diagnóstico por registro gráfico - ecg, eeg e outros exames análogos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640209;Serviços de diagnóstico por métodos ópticos - endoscopia e outros exames análogos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640210;Serviços de quimioterapia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640211;Serviços de radioterapia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640212;Serviços de hemoterapia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640213;Serviços de litotripsia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640214;Serviços de bancos de células e tecidos humanos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.4;Atividades de serviços de complementação diagnóstica e terapêutica;86.40-2;Atividades de serviços de complementação diagnóstica e terapêutica;8640299;Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650001;Atividades de enfermagem;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650002;Atividades de profissionais da nutrição;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650003;Atividades de psicologia e psicanálise;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650004;Atividades de fisioterapia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650005;Atividades de terapia ocupacional;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650006;Atividades de fonoaudiologia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650007;Atividades de terapia de nutrição enteral e parenteral;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.5;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;86.50-0;Atividades de profissionais da área de saúde, exceto médicos e odontólogos;8650099;Atividades de profissionais da área de saúde não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.6;Atividades de apoio à gestão de saúde;86.60-7;Atividades de apoio à gestão de saúde;8660700;Atividades de apoio à gestão de saúde;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.9;Atividades de atenção à saúde humana não especificadas anteriormente;86.90-9;Atividades de atenção à saúde humana não especificadas anteriormente;8690901;Atividades de práticas integrativas e complementares em saúde humana;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.9;Atividades de atenção à saúde humana não especificadas anteriormente;86.90-9;Atividades de atenção à saúde humana não especificadas anteriormente;8690902;Atividades de bancos de leite humano;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.9;Atividades de atenção à saúde humana não especificadas anteriormente;86.90-9;Atividades de atenção à saúde humana não especificadas anteriormente;8690903;Atividades de acupuntura;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.9;Atividades de atenção à saúde humana não especificadas anteriormente;86.90-9;Atividades de atenção à saúde humana não especificadas anteriormente;8690904;Atividades de podologia;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;86.0;Atividades de atenção à saúde humana;86.9;Atividades de atenção à saúde humana não especificadas anteriormente;86.90-9;Atividades de atenção à saúde humana não especificadas anteriormente;8690999;Outras atividades de atenção à saúde humana não especificadas anteriormente;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.11-5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;8711501;Clínicas e residências geriátricas;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.11-5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;8711502;Instituições de longa permanência para idosos;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.11-5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;8711503;Atividades de assistência a deficientes físicos, imunodeprimidos e convalescentes;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
Q;Saúde humana e serviços sociais;87.0;Atividades de atenção à saúde humana integradas com assistência social, prestadas em residências coletivas e particulares;87.1;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes, e de infraestrutura e apoio a pacientes prestadas em residências coletivas e particulares;87.11-5;Atividades de assistência a idosos, deficientes físicos, imunodeprimidos e convalescentes prestadas em residências coletivas e particulares;8711504;Centros de apoio a pacientes com câncer e com aids;Serviços;Serviços;Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais
