Seção;Denominação_sessao;Divisão;Denominação_divisao;Grupo;Denominação_grupo;Classe;Denominação_classe;Subclasse;Denominação_subclasse;Grande_Grupamento;Grupamentos_de_Atividades;Subgrupamentos_de_Atividades
C;Indústrias de transformação;10.0;Fabricação de produtos alimentícios;10.9;Fabricação de outros produtos alimentícios;10.99-6;Fabricação de produtos alimentícios não especificados anteriormente;1099604;Fabricação de gelo comum;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;10.0;Fabricação de produtos alimentícios;10.9;Fabricação de outros produtos alimentícios;10.99-6;Fabricação de produtos alimentícios não especificados anteriormente;1099605;Fabricação de produtos para infusão (chá, mate, etc.);Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;10.0;Fabricação de produtos alimentícios;10.9;Fabricação de outros produtos alimentícios;10.99-6;Fabricação de produtos alimentícios não especificados anteriormente;1099606;Fabricação de adoçantes naturais e artificiais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;10.0;Fabricação de produtos alimentícios;10.9;Fabricação de outros produtos alimentícios;10.99-6;Fabricação de produtos alimentícios não especificados anteriormente;1099607;Fabricação de alimentos dietéticos e complementos alimentares;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;10.0;Fabricação de produtos alimentícios;10.9;Fabricação de outros produtos alimentícios;10.99-6;Fabricação de produtos alimentícios não especificados anteriormente;1099699;Fabricação de outros produtos alimentícios não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.1;Fabricação de bebidas alcoólicas;11.11-9;Fabricação de aguardentes e outras bebidas destiladas;1111901;Fabricação de aguardente de cana-de-açúcar;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.1;Fabricação de bebidas alcoólicas;11.11-9;Fabricação de aguardentes e outras bebidas destiladas;1111902;Fabricação de outras aguardentes e bebidas destiladas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.1;Fabricação de bebidas alcoólicas;11.12-7;Fabricação de vinho;1112700;Fabricação de vinho;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.1;Fabricação de bebidas alcoólicas;11.13-5;Fabricação de malte, cervejas e chopes;1113501;Fabricação de malte, inclusive malte uísque;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.1;Fabricação de bebidas alcoólicas;11.13-5;Fabricação de malte, cervejas e chopes;1113502;Fabricação de cervejas e chopes;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.2;Fabricação de bebidas não alcoólicas;11.21-6;Fabricação de águas envasadas;1121600;Fabricação de águas envasadas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.2;Fabricação de bebidas não alcoólicas;11.22-4;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122401;Fabricação de refrigerantes;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.2;Fabricação de bebidas não alcoólicas;11.22-4;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122402;Fabricação de chá mate e outros chás prontos para consumo;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.2;Fabricação de bebidas não alcoólicas;11.22-4;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122403;Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.2;Fabricação de bebidas não alcoólicas;11.22-4;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122404;Fabricação de bebidas isotônicas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;11.0;Fabricação de bebidas;11.2;Fabricação de bebidas não alcoólicas;11.22-4;Fabricação de refrigerantes e de outras bebidas não alcoólicas;1122499;Fabricação de outras bebidas não alcoólicas não especificadas anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;12.0;Fabricação de produtos do fumo;12.1;Processamento industrial do fumo;12.10-7;Processamento industrial do fumo;1210700;Processamento industrial do fumo;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;12.0;Fabricação de produtos do fumo;12.2;Fabricação de produtos do fumo;12.20-4;Fabricação de produtos do fumo;1220401;Fabricação de cigarros;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;12.0;Fabricação de produtos do fumo;12.2;Fabricação de produtos do fumo;12.20-4;Fabricação de produtos do fumo;1220402;Fabricação de cigarrilhas e charutos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;12.0;Fabricação de produtos do fumo;12.2;Fabricação de produtos do fumo;12.20-4;Fabricação de produtos do fumo;1220403;Fabricação de filtros para cigarros;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;12.0;Fabricação de produtos do fumo;12.2;Fabricação de produtos do fumo;12.20-4;Fabricação de produtos do fumo;1220499;Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.1;Preparação e fiação de fibras têxteis;13.11-1;Preparação e fiação de fibras de algodão;1311100;Preparação e fiação de fibras de algodão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.1;Preparação e fiação de fibras têxteis;13.12-0;Preparação e fiação de fibras têxteis naturais, exceto algodão;1312000;Preparação e fiação de fibras têxteis naturais, exceto algodão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.1;Preparação e fiação de fibras têxteis;13.13-8;Fiação de fibras artificiais e sintéticas;1313800;Fiação de fibras artificiais e sintéticas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.1;Preparação e fiação de fibras têxteis;13.14-6;Fabricação de linhas para costurar e bordar;1314600;Fabricação de linhas para costurar e bordar;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.2;Tecelagem, exceto malha;13.21-9;Tecelagem de fios de algodão;1321900;Tecelagem de fios de algodão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.2;Tecelagem, exceto malha;13.22-7;Tecelagem de fios de fibras têxteis naturais, exceto algodão;1322700;Tecelagem de fios de fibras têxteis naturais, exceto algodão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.2;Tecelagem, exceto malha;13.23-5;Tecelagem de fios de fibras artificiais e sintéticas;1323500;Tecelagem de fios de fibras artificiais e sintéticas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.3;Fabricação de tecidos de malha;13.30-8;Fabricação de tecidos de malha;1330800;Fabricação de tecidos de malha;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.4;Acabamentos em fios, tecidos e artefatos têxteis;13.40-5;Acabamentos em fios, tecidos e artefatos têxteis;1340501;Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.4;Acabamentos em fios, tecidos e artefatos têxteis;13.40-5;Acabamentos em fios, tecidos e artefatos têxteis;1340502;Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.4;Acabamentos em fios, tecidos e artefatos têxteis;13.40-5;Acabamentos em fios, tecidos e artefatos têxteis;1340599;Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.51-1;Fabricação de artefatos têxteis para uso doméstico;1351100;Fabricação de artefatos têxteis para uso doméstico;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.52-9;Fabricação de artefatos de tapeçaria;1352900;Fabricação de artefatos de tapeçaria;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.53-7;Fabricação de artefatos de cordoaria;1353700;Fabricação de artefatos de cordoaria;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.54-5;Fabricação de tecidos especiais, inclusive artefatos;1354500;Fabricação de tecidos especiais, inclusive artefatos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;13.0;Fabricação de produtos têxteis;13.5;Fabricação de artefatos têxteis, exceto vestuário;13.59-6;Fabricação de outros produtos têxteis não especificados anteriormente;1359600;Fabricação de outros produtos têxteis não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.11-8;Confecção de roupas íntimas;1411801;Confecção de roupas íntimas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.11-8;Confecção de roupas íntimas;1411802;Facção de roupas íntimas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.12-6;Confecção de peças do vestuário, exceto roupas íntimas;1412601;Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.12-6;Confecção de peças do vestuário, exceto roupas íntimas;1412602;Confecção, sob medida, de peças do vestuário, exceto roupas íntimas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.12-6;Confecção de peças do vestuário, exceto roupas íntimas;1412603;Facção de peças do vestuário, exceto roupas íntimas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.13-4;Confecção de roupas profissionais;1413401;Confecção de roupas profissionais, exceto sob medida;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.13-4;Confecção de roupas profissionais;1413402;Confecção, sob medida, de roupas profissionais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.13-4;Confecção de roupas profissionais;1413403;Facção de roupas profissionais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.1;Confecção de artigos do vestuário e acessórios;14.14-2;Fabricação de acessórios do vestuário, exceto para segurança e proteção;1414200;Fabricação de acessórios do vestuário, exceto para segurança e proteção;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.2;Fabricação de artigos de malharia e tricotagem;14.21-5;Fabricação de meias;1421500;Fabricação de meias;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;14.0;Confecção de artigos do vestuário e acessórios;14.2;Fabricação de artigos de malharia e tricotagem;14.22-3;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;1422300;Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.1;Curtimento e outras preparações de couro;15.10-6;Curtimento e outras preparações de couro;1510600;Curtimento e outras preparações de couro;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.2;Fabricação de artigos para viagem e de artefatos diversos de couro;15.21-1;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;1521100;Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.2;Fabricação de artigos para viagem e de artefatos diversos de couro;15.29-7;Fabricação de artefatos de couro não especificados anteriormente;1529700;Fabricação de artefatos de couro não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.3;Fabricação de calçados;15.31-9;Fabricação de calçados de couro;1531901;Fabricação de calçados de couro;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.3;Fabricação de calçados;15.31-9;Fabricação de calçados de couro;1531902;Acabamento de calçados de couro sob contrato;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.3;Fabricação de calçados;15.32-7;Fabricação de tênis de qualquer material;1532700;Fabricação de tênis de qualquer material;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.3;Fabricação de calçados;15.33-5;Fabricação de calçados de material sintético;1533500;Fabricação de calçados de material sintético;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.3;Fabricação de calçados;15.39-4;Fabricação de calçados de materiais não especificados anteriormente;1539400;"Fabricação de calçados de materiais não especificados
anteriormente";Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;15.0;Preparação de couros e fabricação de artefatos de couro, artigos para viagem e calçados;15.4;Fabricação de partes para calçados, de qualquer material;15.40-8;Fabricação de partes para calçados, de qualquer material;1540800;Fabricação de partes para calçados, de qualquer material;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.1;Desdobramento de madeira;16.10-2;Desdobramento de madeira;1610203;Serrarias com desdobramento de madeira em bruto;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.1;Desdobramento de madeira;16.10-2;Desdobramento de madeira;1610204;Serrarias sem desdobramento de madeira em bruto - resseragem;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.1;Desdobramento de madeira;16.10-2;Desdobramento de madeira;1610205;Serviço de tratamento de madeira realizado sob contrato;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.21-8;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;1621800;Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.22-6;Fabricação de estruturas de madeira e de artigos de carpintaria para construção;1622601;Fabricação de casas de madeira pré-fabricadas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.22-6;Fabricação de estruturas de madeira e de artigos de carpintaria para construção;1622602;Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.22-6;Fabricação de estruturas de madeira e de artigos de carpintaria para construção;1622699;Fabricação de outros artigos de carpintaria para construção;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.23-4;Fabricação de artefatos de tanoaria e de embalagens de madeira;1623400;Fabricação de artefatos de tanoaria e de embalagens de madeira;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.29-3;"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto
móveis";1629301;Fabricação de artefatos diversos de madeira, exceto móveis;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;16.0;Fabricação de produtos de madeira;16.2;Fabricação de produtos de madeira, cortiça e material trançado, exceto móveis;16.29-3;"Fabricação de artefatos de madeira, palha, cortiça, vime e material trançado não especificados anteriormente, exceto
móveis";1629302;Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.1;Fabricação de celulose e outras pastas para a fabricação de papel;17.10-9;Fabricação de celulose e outras pastas para a fabricação de papel;1710900;Fabricação de celulose e outras pastas para a fabricação de papel;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.2;Fabricação de papel, cartolina e papel-cartão;17.21-4;Fabricação de papel;1721400;Fabricação de papel;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.2;Fabricação de papel, cartolina e papel-cartão;17.22-2;Fabricação de cartolina e papel-cartão;1722200;Fabricação de cartolina e papel-cartão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.3;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17.31-1;Fabricação de embalagens de papel;1731100;Fabricação de embalagens de papel;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.3;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17.32-0;Fabricação de embalagens de cartolina e papel-cartão;1732000;Fabricação de embalagens de cartolina e papel-cartão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.3;Fabricação de embalagens de papel, cartolina, papel-cartão e papelão ondulado;17.33-8;Fabricação de chapas e de embalagens de papelão ondulado;1733800;Fabricação de chapas e de embalagens de papelão ondulado;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.41-9;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;1741901;Fabricação de formulários contínuos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.41-9;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;1741902;Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.42-7;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;1742701;Fabricação de fraldas descartáveis;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.42-7;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;1742702;Fabricação de absorventes higiênicos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.42-7;Fabricação de produtos de papel para usos doméstico e higiênico-sanitário;1742799;Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;17.0;Fabricação de celulose, papel e produtos de papel;17.4;Fabricação de produtos diversos de papel, cartolina, papel-cartão e papelão ondulado;17.49-4;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;1749400;Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.1;Atividade de impressão;18.11-3;Impressão de jornais, livros, revistas e outras publicações periódicas;1811301;Impressão de jornais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.1;Atividade de impressão;18.11-3;Impressão de jornais, livros, revistas e outras publicações periódicas;1811302;Impressão de livros, revistas e outras publicações periódicas;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.1;Atividade de impressão;18.12-1;Impressão de material de segurança;1812100;Impressão de material de segurança;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.1;Atividade de impressão;18.13-0;Impressão de materiais para outros usos;1813001;Impressão de material para uso publicitário;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.1;Atividade de impressão;18.13-0;Impressão de materiais para outros usos;1813099;Impressão de material para outros usos;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.2;Serviços de pré-impressão e acabamentos gráficos;18.21-1;Serviços de pré-impressão;1821100;Serviços de pré-impressão;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.2;Serviços de pré-impressão e acabamentos gráficos;18.22-9;Serviços de acabamentos gráficos;1822901;Serviços de encadernação e plastificação;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.2;Serviços de pré-impressão e acabamentos gráficos;18.22-9;Serviços de acabamentos gráficos;1822999;Serviços de acabamentos gráficos, exceto encadernação e plastificação;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.3;Reprodução de materiais gravados em qualquer suporte;18.30-0;Reprodução de materiais gravados em qualquer suporte;1830001;Reprodução de som em qualquer suporte;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.3;Reprodução de materiais gravados em qualquer suporte;18.30-0;Reprodução de materiais gravados em qualquer suporte;1830002;Reprodução de vídeo em qualquer suporte;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;18.0;Impressão e reprodução de gravações;18.3;Reprodução de materiais gravados em qualquer suporte;18.30-0;Reprodução de materiais gravados em qualquer suporte;1830003;Reprodução de software em qualquer suporte;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.1;Coquerias;19.10-1;Coquerias;1910100;Coquerias;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.2;Fabricação de produtos derivados do petróleo;19.21-7;Fabricação de produtos do refino de petróleo;1921700;Fabricação de produtos do refino de petróleo;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.2;Fabricação de produtos derivados do petróleo;19.22-5;Fabricação de produtos derivados do petróleo, exceto produtos do refino;1922501;Formulação de combustíveis;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.2;Fabricação de produtos derivados do petróleo;19.22-5;Fabricação de produtos derivados do petróleo, exceto produtos do refino;1922502;Rerrefino de óleos lubrificantes;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.2;Fabricação de produtos derivados do petróleo;19.22-5;Fabricação de produtos derivados do petróleo, exceto produtos do refino;1922599;Fabricação de outros produtos derivados do petróleo, exceto produtos do refino;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.3;Fabricação de biocombustíveis;19.31-4;Fabricação de álcool;1931400;Fabricação de álcool;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;19.0;Fabricação de coque, de produtos derivados do petróleo e de biocombustíveis;19.3;Fabricação de biocombustíveis;19.32-2;Fabricação de biocombustíveis, exceto álcool;1932200;Fabricação de biocombustíveis, exceto álcool;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.11-8;Fabricação de cloro e álcalis;2011800;Fabricação de cloro e álcalis;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.12-6;Fabricação de intermediários para fertilizantes;2012600;Fabricação de intermediários para fertilizantes;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.13-4;Fabricação de adubos e fertilizantes;2013401;Fabricação de adubos e fertilizantes organo-minerais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.13-4;Fabricação de adubos e fertilizantes;2013402;Fabricação de adubos e fertilizantes, exceto organo-minerais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.14-2;Fabricação de gases industriais;2014200;Fabricação de gases industriais;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.19-3;Fabricação de produtos químicos inorgânicos não especificados anteriormente;2019301;Elaboração de combustíveis nucleares;Indústria;Indústria geral;Indústrias de Transformação
C;Indústrias de transformação;20.0;Fabricação de produtos químicos;20.1;Fabricação de produtos químicos inorgânicos;20.19-3;Fabricação de produtos químicos inorgânicos não especificados anteriormente;2019399;Fabricação de outros produtos químicos inorgânicos não especificados anteriormente;Indústria;Indústria geral;Indústrias de Transformação
